web-scraper-order,web-scraper-start-url,gen_inf,gen_inf-href,nom,prix,adresse,image_lien-src
"1739964787-340","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-hymalayen-4593854","Chaton Siamois Hymalayen","240 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4593854_uploaded_image1_1707927839.jpg"
"1739964790-341","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border12mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4608863","Chaton","Prix sur demande","location_on
              Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4689687_uploaded_image1_1713000926.jpg"
"1739964792-342","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canards-4619825","Poussins de canard","2 500 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917429_uploaded_image1_1724966703.jpg"
"1739964794-343","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-4623023","Chat Persan Chinchilla","400 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623023_uploaded_image1_1709471973.jpg"
"1739964799-344","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-brittish-shorthair-4629619","Chat Brittish Shorthair","700 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4629619_uploaded_image1_1709768692.jpg"
"1739964803-345","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hymalayen-persan-4639205","Chaton Hymalayen Persan","270 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639205_uploaded_image1_1710275204.jpg"
"1739964806-346","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/cage-avec-3-oiseaux-4640165","Cage avec 3  oiseaux","60 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4640165_uploaded_image1_1710330525.jpg"
"1739964809-347","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-himalayen-4642742","Himalayen","265 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041105_uploaded_image1_1731466674.jpg"
"1739964811-348","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4646165","Chaton Persan Peaky Face","590 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4941927_uploaded_image1_1726184064.jpg"
"1739964814-349","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4650420","Canard Colvert","25 000 CFA","location_on
              Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4650420_uploaded_image1_1710887873.jpg"
"1739964817-350","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/couple-perroquet-roseicollis-4651651","Perroquet inséparable","60 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4724298_uploaded_image1_1714756962.jpg"
"1739964820-351","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4651939","Chaton de 1 mois","20 000 CFA","location_on
              Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5017864_uploaded_image1_1730286261.jpg"
"1739964822-352","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/autres-animaux/vache-brune-4664799","Vache brune","Prix sur demande","location_on
              Mbour, Sénégal","https://images.coinafrique.com/thumb_4664799_uploaded_image1_1711657831.jpg"
"1739964824-353","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/autres-animaux/paire-de-perruches-ondulees-4679396","Paire de perruches ondulées","40 000 CFA","location_on
              Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4679396_uploaded_image1_1712411459.jpg"
"1739964827-354","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4679890","","","",""
"1739964829-355","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4689687","Chaton","Prix sur demande","location_on
              Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4689687_uploaded_image1_1713000926.jpg"
"1739964834-356","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border10mois","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4701230","Perruche","20 000 CFA","location_on
              Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4701230_uploaded_image1_1713565518.jpg"
"1739964837-357","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border10mois","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4701407","Cailles","Prix sur demande","location_on
              Touba, Sénégal","https://images.coinafrique.com/thumb_4701407_uploaded_image1_1713575328.jpg"
"1739964839-358","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/hamster-4723216","Hamster","10 000 CFA","location_on
              Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4962365_uploaded_image1_1727302829.jpg"
"1739964841-359","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4723220","Chat Siamois","200 000 CFA","location_on
              Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5103325_uploaded_image1_1734893890.jpg"
"1739964845-360","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-inseparable-4724298","Perroquet inséparable","60 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4724298_uploaded_image1_1714756962.jpg"
"1739964848-361","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-4686441","Paon bleu","250 000 CFA","location_on
              Rufisque, Sénégal","https://images.coinafrique.com/thumb_4686441_uploaded_image1_1712838619.jpg"
"1739964853-362","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/3-chatons-4751663","Chatons","Prix sur demande","location_on
              Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4922546_uploaded_image1_1725269043.jpg"
"1739964856-363","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4752043","Boeuf","800 000 CFA","location_on
              Kaolack, Sénégal","https://images.coinafrique.com/thumb_4752043_uploaded_image1_1716145974.jpg"
"1739964860-364","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-holstein-4753933","Vaches Montbéliarde","Prix sur demande","location_on
              Pikine, Sénégal","https://images.coinafrique.com/thumb_4753936_uploaded_image1_1716257870.jpg"
"1739964863-365","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliard-et-holstein-4753935","Vache Montbéliard et Holstein","Prix sur demande","location_on
              Rufisque, Sénégal","https://images.coinafrique.com/thumb_4753935_uploaded_image1_1716257776.jpg"
"1739964866-366","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/vaches-montbeliarde-4753936","Vache montbéliardes","2 000 000 CFA","location_on
              Pikine, Sénégal","https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg"
"1739964869-367","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border9mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-4755374","Scottish fold et scottish straight de race pure","700 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808971_uploaded_image1_1719267956.jpg"
"1739964871-368","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/vache-laitiere-montbeliarde-4765247","Vache laitière Montbéliarde","Prix sur demande","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4765247_uploaded_image1_1716841792.jpg"
"1739964874-369","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4765270","Chaton Angora","350 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4765270_uploaded_image1_1716842569.jpg"
"1739964877-370","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4785131","Chat Persan","400 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1739964882-371","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/poussin-cochin-disponible-4794466","Poussin Cochin disponible","17 500 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4794466_uploaded_image1_1718301585.jpg"
"1739964886-372","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/cochin-fauve-4794473","Cochin Fauve","17 500 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4794473_uploaded_image1_1718301841.jpg"
"1739964891-373","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/poussin-dinde-rouge-4794677","Poussin dinde rouge","15 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4794677_uploaded_image1_1718313441.jpg"
"1739964895-374","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-scotish-4803206","Chat scotish","750 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4803206_uploaded_image1_1718912151.jpg"
"1739964898-375","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/paon-4804686","Paon","140 000 CFA","location_on
              Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1739964901-376","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border8mois","https://sn.coinafrique.com/annonce/autres-animaux/foin-4807500","Foin","4 600 CFA","location_on
              Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4807500_uploaded_image1_1719210823.jpg"
"1739964905-377","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/scottish-fold-et-scottish-straight-de-race-pure-4808971","Scottish fold et scottish straight de race pure","700 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808971_uploaded_image1_1719267956.jpg"
"1739964907-378","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persan-pure-race-4808981","Chat Persan","400 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1739964911-379","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-4818301","Chat Persan","400 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1739964914-380","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-blanches-4846024","Perruches ondulées blanches","20 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846024_uploaded_image1_1721146605.jpg"
"1739964917-381","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846053","Perruche ondulée","15 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1739964920-382","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4846061","Perruche ondulée","15 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1739964923-383","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/vache-montbeliardes-4851931","Vache montbéliardes","2 000 000 CFA","location_on
              Pikine, Sénégal","https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg"
"1739964926-384","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/bufs-race-goudali-4853741","","","",""
"1739964931-385","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border7mois","https://sn.coinafrique.com/annonce/autres-animaux/siamois-4855435","Siamois","200 000 CFA","location_on
              Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4855435_uploaded_image1_1721662817.jpg"
"1739964934-386","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-hiamalayen-4864117","Chaton hiamalayen","200 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4864117_uploaded_image1_1722115248.jpg"
"1739964936-387","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/vache-4864739","Vache","350 000 CFA","location_on
              Gassane, Sénégal","https://images.coinafrique.com/thumb_4864739_uploaded_image1_1722168896.jpg"
"1739964939-388","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4869182","Boeuf","550 CFA","location_on
              Matam, Sénégal","https://images.coinafrique.com/thumb_4869182_uploaded_image1_1722422052.jpg"
"1739964941-389","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/vache-4878570","vache","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1739964944-390","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4880849","","","",""
"1739964947-391","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4880858","","","",""
"1739964950-392","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4885138","Autruche","750 000 CFA","location_on
              Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885138_uploaded_image1_1723173640.jpg"
"1739964953-393","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchillas-purs-4888897","Chatons persans chinchillas purs","550 000 CFA","location_on
              Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4888897_uploaded_image1_1723397770.jpg"
"1739964957-394","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4895608","","","",""
"1739964960-395","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-4898597","Poisson Aquarium","8 500 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1739964964-396","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border6mois","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4903200","Perroquet perruches ondulées","20 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739964967-397","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-ardenne-4917420","Dinde rouge Ardenne","Prix sur demande","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917420_uploaded_image1_1724966404.jpg"
"1739964970-398","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canard-4917429","Poussins de canard","2 500 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917429_uploaded_image1_1724966703.jpg"
"1739964973-399","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/autres-animaux/chatons-4922546","Chaton de 1 mois","20 000 CFA","location_on
              Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5017864_uploaded_image1_1730286261.jpg"
"1739964976-400","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-4928423","Chat","350 000 CFA","location_on
              Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4928423_uploaded_image1_1725508257.jpg"
"1739964979-401","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-peaky-face-4941927","Chaton Persan Peaky Face","590 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4941927_uploaded_image1_1726184064.jpg"
"1739964981-402","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/autres-animaux/pintade-noire-4942157","Pintade noire","800 000 CFA","location_on
              Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942157_uploaded_image1_1726204107.jpg"
"1739964984-403","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4956743","Chaton","50 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4956743_uploaded_image1_1727042864.jpg"
"1739964988-404","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4957482","Cailles de chair","2 500 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4957482_uploaded_image1_1727090624.jpg"
"1739964991-405","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/hamster-4962365","Hamster","10 000 CFA","location_on
              Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4962365_uploaded_image1_1727302829.jpg"
"1739964994-406","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4962446","","","",""
"1739964996-407","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4967605","Perroquet","399 000 CFA","location_on
              Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4967605_uploaded_image1_1727643698.jpg"
"1739965000-408","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/bleus-4974963","Bleus","Prix sur demande","location_on
              Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4974963_uploaded_image1_1727962840.jpg"
"1739965003-409","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/tortue-4976748","Tortue","35 000 CFA","location_on
              Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976748_uploaded_image1_1728036550.jpg"
"1739965007-410","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4995019","Boeuf","Prix sur demande","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4995019_uploaded_image1_1729000242.jpg"
"1739965010-411","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/buf-4996496","","","",""
"1739965013-412","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4997392","Chat Siamois","170 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4997392_uploaded_image2_1729102102.jpeg"
"1739965017-413","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-5001804","Couple dinde","Prix sur demande","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5001804_uploaded_image1_1729346440.jpg"
"1739965021-414","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/autres-animaux/caille-5001807","Caille","1 500 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5001807_uploaded_image1_1729346954.jpg"
"1739965024-415","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/chevre-5009683","Chèvre","60 000 CFA","location_on
              Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5009683_uploaded_image1_1729789010.jpg"
"1739965027-416","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-de-1-mois-5017864","Chaton de 1 mois","20 000 CFA","location_on
              Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5017864_uploaded_image1_1730286261.jpg"
"1739965030-417","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/buf-5022926","","","",""
"1739965034-418","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/couples-dindons-5034401","Couples Dindons","Prix sur demande","location_on
              Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5034401_uploaded_image2_1731090945.jpeg"
"1739965037-419","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/dindes-5035473","Dindes","25 000 CFA","location_on
              Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5035473_uploaded_image1_1731162862.jpg"
"1739965040-420","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/british-et-scottish-pure-race-5041101","British et scottish pure race","650 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041101_uploaded_image1_1731465886.jpg"
"1739965044-421","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-5041103","Chat Persan","400 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1739965047-422","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/himalayen-5041105","Himalayen","265 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041105_uploaded_image1_1731466674.jpg"
"1739965049-423","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/mondain-5041931","Mondain","140 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5041931_uploaded_image1_1731508632.jpg"
"1739965052-424","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/bufs-5042261","","","",""
"1739965054-425","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-5050095","Chat Persan","400 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1739965057-426","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/buf-5054268","","","",""
"1739965060-427","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border3mois","https://sn.coinafrique.com/annonce/autres-animaux/buf-5054269","","","",""
"1739965063-428","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border2mois","https://sn.coinafrique.com/annonce/autres-animaux/tortues-terrestres-5066823","Tortues terrestres","35 000 CFA","location_on
              Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5066823_uploaded_image1_1732865161.jpg"
"1739965065-429","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border2mois","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-5068623","Poissons Aquarium","8 500 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_5068623_uploaded_image1_1732965550.jpg"
"1739965069-430","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border2mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-5092278","Chaton","Prix sur demande","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5096028_uploaded_image2_1734447537.jpeg"
"1739965073-431","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border2mois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-5096028","Chaton","Prix sur demande","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5096028_uploaded_image2_1734447537.jpeg"
"1739965076-432","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border1mois","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-5103176","Perroquet perruches ondulées","20 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739965080-433","https://sn.coinafrique.com/categorie/autres-animaux?page=1","favorite_border1mois","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-5103325","Chat Siamois","200 000 CFA","location_on
              Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5103325_uploaded_image1_1734893890.jpg"
